,Temperature
2016-11-04 05:39:39,27.1
2016-11-04 06:39:39,27.8
2016-11-04 07:39:39,29.2
2016-11-04 08:39:39,30.6
2016-11-04 09:39:39,31.6
2016-11-04 10:39:39,32.1
2016-11-04 11:39:39,32.8
2016-11-04 12:39:39,28.2
2016-11-05 01:39:39,30.6
2016-11-05 02:39:39,30.2
2016-11-05 03:39:39,29.8
2016-11-05 04:39:39,29.4
2016-11-05 05:39:39,29.3
2016-11-05 06:39:39,30.3
2016-11-05 07:39:39,31.6
2016-11-05 08:39:39,32.4
2016-11-05 09:39:39,33.6
2016-11-05 10:39:39,34.2
2016-11-05 11:39:39,34.7
2016-11-05 12:39:39,30.9
2016-11-06 01:39:39,31.3
2016-11-06 02:39:39,30.7
2016-11-06 03:39:39,30.2
2016-11-06 04:39:39,30.2
2016-11-06 05:39:39,30.1
2016-11-06 06:39:39,31.4
2016-11-06 07:39:39,32.4
2016-11-06 08:39:39,33.1
2016-11-06 09:39:39,33.0
2016-11-06 10:39:39,33.8
2016-11-06 11:39:39,35.1
2016-11-06 12:39:39,31.7
2016-11-07 01:39:39,31.0
2016-11-07 02:39:39,30.4
2016-11-07 03:39:39,30.1
2016-11-07 04:39:39,30.0
2016-11-07 05:39:39,29.0
2016-11-07 06:39:39,28.6
2016-11-07 07:39:39,27.4
2016-11-07 08:39:39,28.4
2016-11-07 09:39:39,29.8
2016-11-07 10:39:39,29.6
2016-11-07 11:39:39,28.4
2016-11-07 12:39:39,32.4
2016-11-08 01:39:39,27.4
2016-11-08 02:39:39,27.2
2016-11-08 03:39:39,27.2
2016-11-08 04:39:39,27.1
2016-11-08 05:39:39,26.7
2016-11-08 06:39:39,26.1
2016-11-08 07:39:39,26.6
2016-11-08 08:39:39,28.2
2016-11-08 09:39:39,29.3
2016-11-08 10:39:39,30.3
2016-11-08 11:39:39,31.3
2016-11-08 12:39:39,27.3
2016-11-09 01:39:39,30.2
2016-11-09 02:39:39,29.9
2016-11-09 03:39:39,29.4
2016-11-09 04:39:39,29.3
2016-11-09 05:39:39,29.2
2016-11-09 06:39:39,29.1
2016-11-09 07:39:39,29.1
2016-11-09 08:39:39,29.3
2016-11-09 09:39:39,28.6
2016-11-09 10:39:39,29.4
2016-11-09 11:39:39,30.6
2016-11-09 12:39:39,30.4
2016-11-10 01:39:39,29.7
2016-11-10 02:39:39,29.1
2016-11-10 03:39:39,28.7
2016-11-10 04:39:39,28.8
2016-11-10 05:39:39,28.6
2016-11-10 06:39:39,29.3
2016-11-10 07:39:39,30.7
2016-11-10 08:39:39,31.0
2016-11-10 09:39:39,31.6
2016-11-10 10:39:39,32.3
2016-11-10 11:39:39,32.9
2016-11-10 12:39:39,30.6
2016-11-11 01:39:39,27.9
2016-11-11 02:39:39,27.7
2016-11-11 03:39:39,27.4
2016-11-11 04:39:39,27.1
2016-11-11 05:39:39,26.2
2016-11-11 06:39:39,26.6
2016-11-11 07:39:39,25.7
2016-11-11 08:39:39,25.3
2016-11-11 09:39:39,24.8
2016-11-11 10:39:39,26.8
2016-11-11 11:39:39,28.5
2016-11-11 12:39:39,28.4
2016-11-12 01:39:39,26.3
2016-11-12 02:39:39,26.0
2016-11-12 03:39:39,25.7
2016-11-12 04:39:39,25.3
2016-11-12 05:39:39,24.1
2016-11-12 06:39:39,24.7
2016-11-12 07:39:39,25.1
2016-11-12 08:39:39,25.7
2016-11-12 09:39:39,26.1
2016-11-12 10:39:39,27.1
2016-11-12 11:39:39,28.2
2016-11-12 12:39:39,26.3
2016-11-13 01:39:39,27.5
2016-11-13 02:39:39,27.1
2016-11-13 03:39:39,27.1
2016-11-13 04:39:39,26.9
2016-11-13 05:39:39,26.7
2016-11-13 06:39:39,26.9
2016-11-13 07:39:39,27.3
2016-11-13 08:39:39,27.1
2016-11-13 09:39:39,27.2
2016-11-13 10:39:39,27.4
2016-11-13 11:39:39,28.7
2016-11-13 12:39:39,28.1
2016-11-14 01:39:39,26.4
2016-11-14 02:39:39,26.5
2016-11-14 03:39:39,26.3
2016-11-14 04:39:39,25.8
2016-11-14 05:39:39,25.6
2016-11-14 06:39:39,25.3
2016-11-14 07:39:39,24.4
2016-11-14 08:39:39,23.6
2016-11-14 09:39:39,23.3
2016-11-14 10:39:39,23.2
2016-11-14 11:39:39,23.8
2016-11-14 12:39:39,26.3
2016-11-15 01:39:39,22.3
2016-11-15 02:39:39,22.2
2016-11-15 03:39:39,22.0
2016-11-15 04:39:39,22.1
2016-11-15 05:39:39,22.2
2016-11-15 06:39:39,21.9
2016-11-15 07:39:39,21.5
2016-11-15 08:39:39,21.8
2016-11-15 09:39:39,22.0
2016-11-15 10:39:39,21.9
2016-11-15 11:39:39,22.4
2016-11-15 12:39:39,22.5
2016-11-16 01:39:39,22.5
2016-11-16 02:39:39,22.5
2016-11-16 03:39:39,22.4
2016-11-16 04:39:39,22.1
2016-11-16 05:39:39,22.0
2016-11-16 06:39:39,22.1
2016-11-16 07:39:39,22.5
2016-11-16 08:39:39,22.2
2016-11-16 09:39:39,22.7
2016-11-16 10:39:39,23.9
2016-11-16 11:39:39,24.8
2016-11-16 12:39:39,22.6
2016-11-17 01:39:39,24.7
2016-11-17 02:39:39,24.3
2016-11-17 03:39:39,23.9
2016-11-17 04:39:39,23.8
2016-11-17 05:39:39,24.0
2016-11-17 06:39:39,26.2
2016-11-17 07:39:39,26.5
2016-11-17 08:39:39,27.9
2016-11-17 09:39:39,29.3
2016-11-17 10:39:39,30.4
2016-11-17 11:39:39,31.4
2016-11-17 12:39:39,24.8
2016-11-18 01:39:39,28.8
2016-11-18 02:39:39,28.4
2016-11-18 03:39:39,28.2
2016-11-18 04:39:39,27.8
2016-11-18 05:39:39,27.8
2016-11-18 06:39:39,26.1
2016-11-18 07:39:39,27.0
2016-11-18 08:39:39,26.4
2016-11-18 09:39:39,24.8
2016-11-18 10:39:39,26.3
2016-11-18 11:39:39,27.0
2016-11-18 12:39:39,29.3
2016-11-19 01:39:39,23.3
2016-11-19 02:39:39,23.2
2016-11-19 03:39:39,23.1
2016-11-19 04:39:39,22.8
2016-11-19 05:39:39,22.8
2016-11-19 06:39:39,22.8
2016-11-19 07:39:39,23.1
2016-11-19 08:39:39,22.1
2016-11-19 09:39:39,22.0
2016-11-19 10:39:39,23.1
2016-11-19 11:39:39,23.4
2016-11-19 12:39:39,23.2
2016-11-20 01:39:39,23.3
2016-11-20 02:39:39,23.1
2016-11-20 03:39:39,23.0
2016-11-20 04:39:39,23.1
2016-11-20 05:39:39,22.7
2016-11-20 06:39:39,23.2
2016-11-20 07:39:39,25.5
2016-11-20 08:39:39,25.9
2016-11-20 09:39:39,26.4
2016-11-20 10:39:39,26.1
2016-11-20 11:39:39,26.9
2016-11-20 12:39:39,23.7
2016-11-21 01:39:39,26.2
2016-11-21 02:39:39,26.0
2016-11-21 03:39:39,25.6
2016-11-21 04:39:39,25.3
2016-11-21 05:39:39,25.2
2016-11-21 06:39:39,24.8
2016-11-21 07:39:39,25.3
2016-11-21 08:39:39,26.6
2016-11-21 09:39:39,28.1
2016-11-21 10:39:39,28.6
2016-11-21 11:39:39,30.1
2016-11-21 12:39:39,26.4
2016-11-22 01:39:39,28.3
2016-11-22 02:39:39,28.0
2016-11-22 03:39:39,27.8
2016-11-22 04:39:39,27.3
2016-11-22 05:39:39,27.4
2016-11-22 06:39:39,28.8
2016-11-22 07:39:39,29.8
2016-11-22 08:39:39,31.2
2016-11-22 09:39:39,32.6
2016-11-22 10:39:39,33.5
2016-11-22 11:39:39,34.3
2016-11-22 12:39:39,28.7
2016-11-23 01:39:39,28.8
2016-11-23 02:39:39,28.4
2016-11-23 03:39:39,28.0
2016-11-23 04:39:39,28.1
2016-11-23 05:39:39,28.1
2016-11-23 06:39:39,27.8
2016-11-23 07:39:39,28.1
2016-11-23 08:39:39,28.1
2016-11-23 09:39:39,28.7
2016-11-23 10:39:39,30.2
2016-11-23 11:39:39,30.9
2016-11-23 12:39:39,29.1
2016-11-24 01:39:39,29.2
2016-11-24 02:39:39,28.9
2016-11-24 03:39:39,28.7
2016-11-24 04:39:39,28.4
2016-11-24 05:39:39,28.2
2016-11-24 06:39:39,27.3
2016-11-24 07:39:39,28.3
2016-11-24 08:39:39,30.3
2016-11-24 09:39:39,31.6
2016-11-24 10:39:39,32.0
2016-11-24 11:39:39,32.7
2016-11-24 12:39:39,29.7
2016-11-25 01:39:39,29.7
2016-11-25 02:39:39,29.4
2016-11-25 03:39:39,29.3
2016-11-25 04:39:39,29.0
2016-11-25 05:39:39,28.8
2016-11-25 06:39:39,27.6
2016-11-25 07:39:39,27.1
2016-11-25 08:39:39,27.6
2016-11-25 09:39:39,27.7
2016-11-25 10:39:39,28.8
2016-11-25 11:39:39,28.8
2016-11-25 12:39:39,29.9
2016-11-26 01:39:39,26.4
2016-11-26 02:39:39,26.3
2016-11-26 03:39:39,26.2
2016-11-26 04:39:39,26.0
2016-11-26 05:39:39,25.9
2016-11-26 06:39:39,25.8
2016-11-26 07:39:39,25.6
2016-11-26 08:39:39,25.5
2016-11-26 09:39:39,25.7
2016-11-26 10:39:39,25.4
2016-11-26 11:39:39,24.7
2016-11-26 12:39:39,26.2
2016-11-27 01:39:39,23.9
2016-11-27 02:39:39,23.8
2016-11-27 03:39:39,23.8
2016-11-27 04:39:39,23.6
2016-11-27 05:39:39,24.0
2016-11-27 06:39:39,24.2
2016-11-27 07:39:39,23.2
2016-11-27 08:39:39,24.4
2016-11-27 09:39:39,25.4
2016-11-27 10:39:39,26.6
2016-11-27 11:39:39,27.3
2016-11-27 12:39:39,24.2
2016-11-28 01:39:39,25.2
2016-11-28 02:39:39,24.9
2016-11-28 03:39:39,24.8
2016-11-28 04:39:39,24.5
2016-11-28 05:39:39,24.4
2016-11-28 06:39:39,25.9
2016-11-28 07:39:39,27.4
2016-11-28 08:39:39,27.1
2016-11-28 09:39:39,28.1
2016-11-28 10:39:39,29.9
2016-11-28 11:39:39,30.7
2016-11-28 12:39:39,25.4
2016-11-29 01:39:39,28.2
2016-11-29 02:39:39,27.9
2016-11-29 03:39:39,27.7
2016-11-29 04:39:39,27.3
2016-11-29 05:39:39,27.4
2016-11-29 06:39:39,29.2
2016-11-29 07:39:39,30.0
2016-11-29 08:39:39,30.9
2016-11-29 09:39:39,31.7
2016-11-29 10:39:39,32.8
2016-11-29 11:39:39,33.7
2016-11-29 12:39:39,28.7
2016-11-30 01:39:39,29.4
2016-11-30 02:39:39,29.2
2016-11-30 03:39:39,28.9
2016-11-30 04:39:39,28.7
2016-11-30 05:39:39,28.3
2016-11-30 06:39:39,28.6
2016-11-30 07:39:39,28.8
2016-11-30 08:39:39,29.6
2016-11-30 09:39:39,31.1
2016-11-30 10:39:39,31.4
2016-11-30 11:39:39,32.2
2016-11-30 12:39:39,30.2
2016-12-01 01:39:39,30.4
2016-12-01 02:39:39,29.3
2016-12-01 03:39:39,29.5
2016-12-01 04:39:39,29.4
2016-12-01 05:39:39,29.1
2016-12-01 06:39:39,28.9
2016-12-01 07:39:39,27.8
2016-12-01 08:39:39,29.7
2016-12-01 09:39:39,32.6
2016-12-01 10:39:39,32.2
2016-12-01 11:39:39,33.7
2016-12-01 12:39:39,31.9
2016-12-02 01:39:39,30.7
2016-12-02 02:39:39,28.9
2016-12-02 03:39:39,28.4
2016-12-02 04:39:39,28.2
2016-12-02 05:39:39,27.3
2016-12-02 06:39:39,25.8
2016-12-02 07:39:39,25.1
2016-12-02 08:39:39,25.4
2016-12-02 09:39:39,26.1
2016-12-02 10:39:39,28.4
2016-12-02 11:39:39,29.2
2016-12-02 12:39:39,31.0
2016-12-03 01:39:39,26.4
2016-12-03 02:39:39,26.1
2016-12-03 03:39:39,25.8
2016-12-03 04:39:39,25.3
2016-12-03 05:39:39,25.9
2016-12-03 06:39:39,25.7
2016-12-03 07:39:39,25.4
2016-12-03 08:39:39,26.8
2016-12-03 09:39:39,28.6
2016-12-03 10:39:39,29.3
2016-12-03 11:39:39,30.1
2016-12-03 12:39:39,26.9
2016-12-04 01:39:39,28.5
2016-12-04 02:39:39,28.1
2016-12-04 03:39:39,27.8
2016-12-04 04:39:39,27.6
2016-12-04 05:39:39,27.4
2016-12-04 06:39:39,29.0
2016-12-04 07:39:39,30.2
2016-12-04 08:39:39,30.8
2016-12-04 09:39:39,31.6
2016-12-04 10:39:39,32.6
2016-12-04 11:39:39,33.7
2016-12-04 12:39:39,28.7
2016-12-05 01:39:39,30.1
2016-12-05 02:39:39,29.6
2016-12-05 03:39:39,29.4
2016-12-05 04:39:39,29.3
2016-12-05 05:39:39,28.9
2016-12-05 06:39:39,28.5
2016-12-05 07:39:39,28.8
2016-12-05 08:39:39,28.6
2016-12-05 09:39:39,28.4
2016-12-05 10:39:39,28.6
2016-12-05 11:39:39,28.2
2016-12-05 12:39:39,30.3
2016-12-06 01:39:39,27.1
2016-12-06 02:39:39,27.1
2016-12-06 03:39:39,26.8
2016-12-06 04:39:39,26.3
2016-12-06 05:39:39,26.2
2016-12-06 06:39:39,25.5
2016-12-06 07:39:39,25.3
2016-12-06 08:39:39,23.9
2016-12-06 09:39:39,25.2
2016-12-06 10:39:39,25.7
2016-12-06 11:39:39,26.7
2016-12-06 12:39:39,27.1
2016-12-07 01:39:39,26.1
2016-12-07 02:39:39,25.9
2016-12-07 03:39:39,25.7
2016-12-07 04:39:39,25.5
2016-12-07 05:39:39,25.4
2016-12-07 06:39:39,26.7
2016-12-07 07:39:39,27.9
2016-12-07 08:39:39,28.4
2016-12-07 09:39:39,29.4
2016-12-07 10:39:39,30.4
2016-12-07 11:39:39,31.4
2016-12-07 12:39:39,26.4
2016-12-08 01:39:39,29.8
2016-12-08 02:39:39,29.3
2016-12-08 03:39:39,28.7
2016-12-08 04:39:39,28.4
2016-12-08 05:39:39,27.8
2016-12-08 06:39:39,28.0
2016-12-08 07:39:39,27.8
2016-12-08 08:39:39,29.1
2016-12-08 09:39:39,29.5
2016-12-08 10:39:39,30.3
2016-12-08 11:39:39,31.7
2016-12-08 12:39:39,30.0
2016-12-09 01:39:39,30.6
2016-12-09 02:39:39,30.2
2016-12-09 03:39:39,29.7
2016-12-09 04:39:39,29.4
2016-12-09 05:39:39,28.8
2016-12-09 06:39:39,29.7
2016-12-09 07:39:39,30.7
2016-12-09 08:39:39,32.8
2016-12-09 09:39:39,34.1
2016-12-09 10:39:39,34.9
2016-12-09 11:39:39,34.8
2016-12-09 12:39:39,31.0
2016-12-10 01:39:39,31.5
2016-12-10 02:39:39,31.1
2016-12-10 03:39:39,31.1
2016-12-10 04:39:39,30.7
2016-12-10 05:39:39,29.8
2016-12-10 06:39:39,30.3
2016-12-10 07:39:39,29.6
2016-12-10 08:39:39,28.4
2016-12-10 09:39:39,28.4
2016-12-10 10:39:39,28.7
2016-12-10 11:39:39,29.6
2016-12-10 12:39:39,31.9
2016-12-11 01:39:39,28.8
2016-12-11 02:39:39,28.3
2016-12-11 03:39:39,27.8
2016-12-11 04:39:39,27.9
2016-12-11 05:39:39,27.6
2016-12-11 06:39:39,27.8
2016-12-11 07:39:39,26.4
2016-12-11 08:39:39,24.6
2016-12-11 09:39:39,24.9
2016-12-11 10:39:39,26.6
2016-12-11 11:39:39,27.1
2016-12-11 12:39:39,29.1
2016-12-12 01:39:39,25.3
2016-12-12 02:39:39,25.0
2016-12-12 03:39:39,24.9
2016-12-12 04:39:39,24.7
2016-12-12 05:39:39,24.8
2016-12-12 06:39:39,24.7
2016-12-12 07:39:39,24.8
2016-12-12 08:39:39,23.9
2016-12-12 09:39:39,23.9
2016-12-12 10:39:39,24.3
2016-12-12 11:39:39,24.1
2016-12-12 12:39:39,25.4
2016-12-13 01:39:39,25.1
2016-12-13 02:39:39,25.0
2016-12-13 03:39:39,24.8
2016-12-13 04:39:39,24.8
2016-12-13 05:39:39,24.8
2016-12-13 06:39:39,25.5
2016-12-13 07:39:39,25.7
2016-12-13 08:39:39,26.4
2016-12-13 09:39:39,27.2
2016-12-13 10:39:39,27.4
2016-12-13 11:39:39,28.1
2016-12-13 12:39:39,25.2
2016-12-14 01:39:39,27.6
2016-12-14 02:39:39,26.3
2016-12-14 03:39:39,25.8
2016-12-14 04:39:39,25.3
2016-12-14 05:39:39,25.2
2016-12-14 06:39:39,24.2
2016-12-14 07:39:39,23.7
2016-12-14 08:39:39,23.9
2016-12-14 09:39:39,24.1
2016-12-14 10:39:39,24.1
2016-12-14 11:39:39,24.3
2016-12-14 12:39:39,28.1
2016-12-15 01:39:39,24.2
2016-12-15 02:39:39,24.2
2016-12-15 03:39:39,24.2
2016-12-15 04:39:39,23.9
2016-12-15 05:39:39,24.0
2016-12-15 06:39:39,24.2
2016-12-15 07:39:39,24.4
2016-12-15 08:39:39,24.1
2016-12-15 09:39:39,24.4
2016-12-15 10:39:39,24.7
2016-12-15 11:39:39,25.8
2016-12-15 12:39:39,24.2
2016-12-16 01:39:39,26.8
2016-12-16 02:39:39,26.6
2016-12-16 03:39:39,26.2
2016-12-16 04:39:39,26.3
2016-12-16 05:39:39,26.3
2016-12-16 06:39:39,25.9
2016-12-16 07:39:39,25.9
2016-12-16 08:39:39,25.9
2016-12-16 09:39:39,26.3
2016-12-16 10:39:39,27.4
2016-12-16 11:39:39,28.6
2016-12-16 12:39:39,26.9
2016-12-17 01:39:39,26.0
2016-12-17 02:39:39,25.8
2016-12-17 03:39:39,25.5
2016-12-17 04:39:39,25.4
2016-12-17 05:39:39,25.2
2016-12-17 06:39:39,25.2
2016-12-17 07:39:39,25.4
2016-12-17 08:39:39,25.4
2016-12-17 09:39:39,26.1
2016-12-17 10:39:39,26.4
2016-12-17 11:39:39,26.5
2016-12-17 12:39:39,26.5
2016-12-18 01:39:39,25.7
2016-12-18 02:39:39,25.4
2016-12-18 03:39:39,25.3
2016-12-18 04:39:39,25.2
2016-12-18 05:39:39,24.7
2016-12-18 06:39:39,25.0
2016-12-18 07:39:39,25.1
2016-12-18 08:39:39,25.3
2016-12-18 09:39:39,25.8
2016-12-18 10:39:39,26.8
2016-12-18 11:39:39,28.1
2016-12-18 12:39:39,26.2
2016-12-19 01:39:39,27.6
2016-12-19 02:39:39,27.6
2016-12-19 03:39:39,27.3
2016-12-19 04:39:39,26.9
2016-12-19 05:39:39,26.8
2016-12-19 06:39:39,26.6
2016-12-19 07:39:39,27.3
2016-12-19 08:39:39,28.7
2016-12-19 09:39:39,28.8
2016-12-19 10:39:39,29.5
2016-12-19 11:39:39,29.9
2016-12-19 12:39:39,27.8
2016-12-20 01:39:39,29.1
2016-12-20 02:39:39,28.7
2016-12-20 03:39:39,28.5
2016-12-20 04:39:39,28.4
2016-12-20 05:39:39,28.3
2016-12-20 06:39:39,29.0
2016-12-20 07:39:39,29.2
2016-12-20 08:39:39,30.1
2016-12-20 09:39:39,30.3
2016-12-20 10:39:39,31.1
2016-12-20 11:39:39,31.9
2016-12-20 12:39:39,29.4
2016-12-21 01:39:39,29.9
2016-12-21 02:39:39,29.7
2016-12-21 03:39:39,29.4
2016-12-21 04:39:39,29.2
2016-12-21 05:39:39,29.2
2016-12-21 06:39:39,29.2
2016-12-21 07:39:39,30.7
2016-12-21 08:39:39,30.8
2016-12-21 09:39:39,31.3
2016-12-21 10:39:39,31.6
2016-12-21 11:39:39,32.5
2016-12-21 12:39:39,30.3
2016-12-22 01:39:39,31.5
2016-12-22 02:39:39,31.3
2016-12-22 03:39:39,31.1
2016-12-22 04:39:39,30.7
2016-12-22 05:39:39,30.9
2016-12-22 06:39:39,30.6
2016-12-22 07:39:39,31.4
2016-12-22 08:39:39,32.3
2016-12-22 09:39:39,34.2
2016-12-22 10:39:39,35.3
2016-12-22 11:39:39,36.3
2016-12-22 12:39:39,31.9
2016-12-23 01:39:39,33.1
2016-12-23 02:39:39,32.8
2016-12-23 03:39:39,32.5
2016-12-23 04:39:39,32.2
2016-12-23 05:39:39,30.9
2016-12-23 06:39:39,32.3
2016-12-23 07:39:39,33.2
2016-12-23 08:39:39,33.7
2016-12-23 09:39:39,34.4
2016-12-23 10:39:39,34.9
2016-12-23 11:39:39,35.7
2016-12-23 12:39:39,33.4
2016-12-24 01:39:39,32.7
2016-12-24 02:39:39,32.3
2016-12-24 03:39:39,31.9
2016-12-24 04:39:39,31.5
2016-12-24 05:39:39,30.8
2016-12-24 06:39:39,32.2
2016-12-24 07:39:39,33.6
2016-12-24 08:39:39,34.5
2016-12-24 09:39:39,35.6
2016-12-24 10:39:39,35.8
2016-12-24 11:39:39,36.8
2016-12-24 12:39:39,32.9
2016-12-25 01:39:39,28.5
2016-12-25 02:39:39,27.4
2016-12-25 03:39:39,27.7
2016-12-25 04:39:39,27.1
2016-12-25 05:39:39,26.6
2016-12-25 06:39:39,26.3
2016-12-25 07:39:39,26.4
2016-12-25 08:39:39,23.9
2016-12-25 09:39:39,22.4
2016-12-25 10:39:39,22.9
2016-12-25 11:39:39,23.8
2016-12-25 12:39:39,29.4
2016-12-26 01:39:39,23.8
2016-12-26 02:39:39,23.6
2016-12-26 03:39:39,23.6
2016-12-26 04:39:39,23.5
2016-12-26 05:39:39,22.9
2016-12-26 06:39:39,23.3
2016-12-26 07:39:39,23.1
2016-12-26 08:39:39,23.1
2016-12-26 09:39:39,22.8
2016-12-26 10:39:39,23.2
2016-12-26 11:39:39,23.8
2016-12-26 12:39:39,23.8
2016-12-27 01:39:39,25.1
2016-12-27 02:39:39,25.1
2016-12-27 03:39:39,25.1
2016-12-27 04:39:39,25.1
2016-12-27 05:39:39,24.8
2016-12-27 06:39:39,24.8
2016-12-27 07:39:39,25.1
2016-12-27 08:39:39,26.1
2016-12-27 09:39:39,27.3
2016-12-27 10:39:39,27.5
2016-12-27 11:39:39,28.1
2016-12-27 12:39:39,25.1
2016-12-28 01:39:39,28.3
2016-12-28 02:39:39,28.2
2016-12-28 03:39:39,28.0
2016-12-28 04:39:39,27.9
2016-12-28 05:39:39,27.4
2016-12-28 06:39:39,28.6
2016-12-28 07:39:39,29.7
2016-12-28 08:39:39,30.3
2016-12-28 09:39:39,31.2
2016-12-28 10:39:39,31.9
2016-12-28 11:39:39,32.7
2016-12-28 12:39:39,28.5
2016-12-29 01:39:39,28.6
2016-12-29 02:39:39,28.1
2016-12-29 03:39:39,27.5
2016-12-29 04:39:39,27.8
2016-12-29 05:39:39,27.8
2016-12-29 06:39:39,27.2
2016-12-29 07:39:39,26.8
2016-12-29 08:39:39,26.2
2016-12-29 09:39:39,25.2
2016-12-29 10:39:39,25.6
2016-12-29 11:39:39,24.7
2016-12-29 12:39:39,28.8
2016-12-30 01:39:39,23.8
2016-12-30 02:39:39,23.4
2016-12-30 03:39:39,23.3
2016-12-30 04:39:39,23.2
2016-12-30 05:39:39,23.3
2016-12-30 06:39:39,23.3
2016-12-30 07:39:39,23.3
2016-12-30 08:39:39,23.0
2016-12-30 09:39:39,22.5
2016-12-30 10:39:39,22.9
2016-12-30 11:39:39,23.0
2016-12-30 12:39:39,23.9
2016-12-31 01:39:39,23.9
2016-12-31 02:39:39,23.8
2016-12-31 03:39:39,23.8
2016-12-31 04:39:39,23.7
2016-12-31 05:39:39,23.8
2016-12-31 06:39:39,23.8
2016-12-31 07:39:39,23.9
2016-12-31 08:39:39,24.3
2016-12-31 09:39:39,25.5
2016-12-31 10:39:39,25.6
2016-12-31 11:39:39,27.1
2016-12-31 12:39:39,23.9
2017-01-01 01:39:39,26.9
2017-01-01 02:39:39,26.7
2017-01-01 03:39:39,26.6
2017-01-01 04:39:39,26.5
2017-01-01 05:39:39,26.3
2017-01-01 06:39:39,26.3
2017-01-01 07:39:39,26.6
2017-01-01 08:39:39,26.9
2017-01-01 09:39:39,28.1
2017-01-01 10:39:39,28.7
2017-01-01 11:39:39,29.4
2017-01-01 12:39:39,26.8
2017-01-02 01:39:39,28.7
2017-01-02 02:39:39,28.2
2017-01-02 03:39:39,27.7
2017-01-02 04:39:39,27.4
2017-01-02 05:39:39,27.8
2017-01-02 06:39:39,27.6
2017-01-02 07:39:39,27.0
2017-01-02 08:39:39,27.2
